mess_datum;stations_id;tmk;altitude;latitude;longitude;name;state
2017-05-02;1590;9.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-03;1590;10.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-04;1590;10.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-05;1590;9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-06;1590;13.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-07;1590;12.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-08;1590;9.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-09;1590;9.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-10;1590;10.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-11;1590;14.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-12;1590;16.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-13;1590;16.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-14;1590;15.8;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-15;1590;16.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-16;1590;21.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-17;1590;22.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-18;1590;17.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-19;1590;13.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-20;1590;13.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-21;1590;15.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-22;1590;18.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-23;1590;18.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-24;1590;17.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-25;1590;17.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-26;1590;20.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-27;1590;23.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-28;1590;21.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-29;1590;24.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-30;1590;20.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-05-31;1590;18.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-01;1590;18.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-02;1590;22;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-03;1590;19.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-04;1590;16.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-05;1590;16.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-06;1590;15.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-07;1590;14.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-08;1590;18.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-09;1590;16.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-10;1590;17.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-11;1590;21.8;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-12;1590;16.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-13;1590;16.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-14;1590;18.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-15;1590;21.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-16;1590;16.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-17;1590;17.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-18;1590;21.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-19;1590;24.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-20;1590;23.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-21;1590;22.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-22;1590;25.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-23;1590;21.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-24;1590;17;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-25;1590;18.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-26;1590;19;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-27;1590;16.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-28;1590;18.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-29;1590;17.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2017-06-30;1590;17.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-01;1590;8.8;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-02;1590;11.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-03;1590;12.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-04;1590;12.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-05;1590;15.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-06;1590;18.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-07;1590;19.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-08;1590;20.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-09;1590;21.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-10;1590;13.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-11;1590;14.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-12;1590;18.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-13;1590;14.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-14;1590;18.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-15;1590;19.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-16;1590;17.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-17;1590;12.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-18;1590;11.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-19;1590;11.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-20;1590;17.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-21;1590;19.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-22;1590;18;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-23;1590;18.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-24;1590;18;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-25;1590;20.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-26;1590;22.8;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-27;1590;20.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-28;1590;22.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-29;1590;22.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-30;1590;22.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-05-31;1590;21.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-01;1590;17.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-02;1590;18;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-03;1590;19.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-04;1590;19.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-05;1590;16.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-06;1590;21.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-07;1590;22;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-08;1590;19.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-09;1590;21.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-10;1590;20.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-11;1590;18.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-12;1590;15.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-13;1590;14.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-14;1590;15.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-15;1590;18.7;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-16;1590;18.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-17;1590;16.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-18;1590;17.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-19;1590;18;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-20;1590;21.6;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-21;1590;15.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-22;1590;13.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-23;1590;14.3;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-24;1590;15.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-25;1590;17.5;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-26;1590;16.2;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-27;1590;19.4;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-28;1590;21.9;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-29;1590;22.1;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2018-06-30;1590;22;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen
2016-05-01;2629;8.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-02;2629;12.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-03;2629;10.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-04;2629;9.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-05;2629;13.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-06;2629;17.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-07;2629;20.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-08;2629;20.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-09;2629;20.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-10;2629;18.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-11;2629;20.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-12;2629;20.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-13;2629;17.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-14;2629;8.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-15;2629;8.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-16;2629;8.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-17;2629;12.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-18;2629;13.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-19;2629;13;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-20;2629;12.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-21;2629;17.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-22;2629;16.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-23;2629;12.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-24;2629;11.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-25;2629;12;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-26;2629;15.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-27;2629;15.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-28;2629;18.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-29;2629;17.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-30;2629;16.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-05-31;2629;17.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-01;2629;18.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-02;2629;18.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-03;2629;17.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-04;2629;20.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-05;2629;22;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-06;2629;19.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-07;2629;20.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-08;2629;17.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-09;2629;15.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-10;2629;16.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-11;2629;17.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-12;2629;16.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-13;2629;15.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-14;2629;15.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-15;2629;14.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-16;2629;15.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-17;2629;14.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-18;2629;14.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-19;2629;14.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-20;2629;14.8;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-21;2629;17.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-22;2629;20.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-23;2629;24.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-24;2629;20.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-25;2629;15.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-26;2629;14.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-27;2629;14.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-28;2629;16.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-29;2629;16.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2016-06-30;2629;16.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-01;2629;10.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-02;2629;9.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-03;2629;10.8;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-04;2629;10.8;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-05;2629;8.8;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-06;2629;13;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-07;2629;12.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-08;2629;9.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-09;2629;8.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-10;2629;10.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-11;2629;14.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-12;2629;16.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-13;2629;15.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-14;2629;14.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-15;2629;15;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-16;2629;20.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-17;2629;23.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-18;2629;17.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-19;2629;13.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-20;2629;12.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-21;2629;14.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-22;2629;18;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-23;2629;17.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-24;2629;15.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-25;2629;17.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-26;2629;20.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-27;2629;23.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-28;2629;21.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-29;2629;23.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-30;2629;19.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-05-31;2629;17.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-01;2629;17.8;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-02;2629;21.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-03;2629;19.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-04;2629;15.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-05;2629;15.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-06;2629;14.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-07;2629;13.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-08;2629;17.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-09;2629;16.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-10;2629;17.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-11;2629;20.8;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-12;2629;16.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-13;2629;16.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-14;2629;18.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-15;2629;21.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-16;2629;16.4;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-17;2629;17.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-18;2629;21.3;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-19;2629;24.1;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-20;2629;23.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-21;2629;21.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-22;2629;24.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-23;2629;20.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-24;2629;17;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-25;2629;17.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-26;2629;18.7;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-27;2629;17;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-28;2629;18;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-29;2629;17.2;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2017-06-30;2629;16.5;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2018-05-01;2629;7.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2018-05-02;2629;10.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2018-05-03;2629;11.6;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2018-05-04;2629;12.9;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
2018-05-05;2629;15.8;46;51.7612;6.0954;Kleve;Nordrhein-Westfalen
